,Company Name,Country,Launcher,Shuttle,Rocket,Status Rocket,Year,Month,Status Mission
1593,Arianespace,France,Ariane 44LP," Eutelsat 2F5, Turksat 1A",,StatusRetired,1994,1,Failure
1594,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-1T n†­160,,StatusRetired,1993,12,Success
1595,Arianespace,France,Ariane 44L," DBS-1, Thaicom-1",,StatusRetired,1993,12,Success
1596,General Dynamics,USA,Atlas IIAS, Telstar 401,,StatusRetired,1993,12,Success
1597,Boeing,USA,Delta II 7925, NATO 4B,,StatusRetired,1993,12,Success
1598,NASA,USA,Space Shuttle Endeavour, STS-61,450.0,StatusRetired,1993,12,Success
1599,General Dynamics,USA,Atlas II, USA-97 (DSCS IIIB-10,,StatusRetired,1993,11,Success
1600,Arianespace,France,Ariane 44LP," Solidaridad 1, Meteosat 6",,StatusRetired,1993,11,Success
1601,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2266,,StatusRetired,1993,11,Success
1602,Boeing,USA,Delta II 7925, USA-96 (GPS IIA-14),,StatusRetired,1993,10,Success
1603,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2265,,StatusRetired,1993,10,Success
1604,Arianespace,France,Ariane 44LP, Intelsat 701,,StatusRetired,1993,10,Success
1605,NASA,USA,Space Shuttle Columbia, STS-58,450.0,StatusRetired,1993,10,Success
1606,CASC,China,Long March 2C, FSW-1 No.5,30.8,StatusActive,1993,10,Success
1607,Martin Marietta,USA,Titan II(23)G, Landsat 6,35.0,StatusRetired,1993,10,Failure
1608,Arianespace,France,Ariane 40," SPOT-3, Stella & Others",,StatusRetired,1993,9,Success
1609,ISRO,India,PSLV-G, IRS-P1,25.0,StatusRetired,1993,9,Failure
1610,VKS RF,Kazakhstan,Tsyklon-2, Cosmos 2264,,StatusRetired,1993,9,Success
1611,VKS RF,Kazakhstan,Zenit-2, Cosmos 2263,,StatusRetired,1993,9,Success
1612,NASA,USA,Space Shuttle Discovery, STS-51,450.0,StatusRetired,1993,9,Success
1613,General Dynamics,USA,Atlas I, UHF F2,,StatusRetired,1993,9,Success
1614,VKS RF,Russian Federation,Tsyklon-3, Meteor-2 n†­21 & Temisat,,StatusRetired,1993,8,Success
1615,Boeing,USA,Delta II 7925, USA-94 (GPS IIA-13),,StatusRetired,1993,8,Success
1616,VKS RF,Russian Federation,Molniya-M /Block 2BL, Cosmos 2261,,StatusRetired,1993,8,Success
1617,General Dynamics,USA,Atlas-E/F Star-37S-ISS, NOAA-I,,StatusRetired,1993,8,Success
1618,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­159,,StatusRetired,1993,8,Success
1619,Martin Marietta,USA,Titan IV(403)A, SLDCOM & 3x NOSS,,StatusRetired,1993,8,Failure
1620,Arianespace,France,Ariane 44L," Hispasat 1B, Insat-2B",,StatusRetired,1993,7,Success
1621,General Dynamics,USA,Atlas II, USA-93 (DSCS IIIB-9),,StatusRetired,1993,7,Success
1622,VKS RF,Kazakhstan,Tsyklon-2, Cosmos 2258,,StatusRetired,1993,7,Success
1623,Boeing,USA,Delta II 7925, USA-92 (GPS IIA-12)/PMG,,StatusRetired,1993,6,Success
1624,Arianespace,France,Ariane 44P, Galaxy-4,,StatusRetired,1993,6,Success
1625,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2252 to 2257,,StatusRetired,1993,6,Success
1626,NASA,USA,Space Shuttle Endeavour, STS-57,450.0,StatusRetired,1993,6,Success
1627,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2251,,StatusRetired,1993,6,Success
1628,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­158,,StatusRetired,1993,5,Success
1629,Boeing,USA,Delta II 7925, USA-91 (GPS IIA-11),,StatusRetired,1993,5,Success
1630,Arianespace,France,Ariane 42L," Astra 1C, Arsene",,StatusRetired,1993,5,Success
1631,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2245 to 2250,,StatusRetired,1993,5,Success
1632,VKS RF,Kazakhstan,Tsyklon-2, Cosmos 2244,,StatusRetired,1993,4,Success
1633,NASA,USA,Space Shuttle Columbia, STS-55,450.0,StatusRetired,1993,4,Success
1634,Northrop,USA,Pegasus, ALEXIS,40.0,StatusRetired,1993,4,Success
1635,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­157,,StatusRetired,1993,4,Success
1636,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2242,,StatusRetired,1993,4,Success
1637,VKS RF,Russian Federation,Molniya-M /Block 2BL, Cosmos 2340,,StatusRetired,1993,4,Success
1638,NASA,USA,Space Shuttle Discovery, STS-56,450.0,StatusRetired,1993,4,Success
1639,VKS RF,Russian Federation,Molniya-M /Block 2BL, Cosmos 2241,,StatusRetired,1993,4,Success
1640,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2239,,StatusRetired,1993,4,Success
1641,VKS RF,Kazakhstan,Tsyklon-2, Cosmos 2238,,StatusRetired,1993,3,Success
1642,Boeing,USA,Delta II 7925, USA-90 (GPS IIA-10)/SEDS-1,,StatusRetired,1993,3,Success
1643,VKS RF,Kazakhstan,Zenit-2, Cosmos 2237,,StatusRetired,1993,3,Success
1644,General Dynamics,USA,Atlas I, UHF F1,,StatusRetired,1993,3,Failure
1645,MITT,Russian Federation,Start-1, EKA-1,,StatusActive,1993,3,Success
1646,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2242,,StatusRetired,1993,3,Success
1647,ISAS,Japan,Mu-III S2, Asuka,,StatusRetired,1993,2,Success
1648,Northrop,USA,Pegasus, SCD-1,40.0,StatusRetired,1993,2,Success
1649,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2233,,StatusRetired,1993,2,Success
1650,Boeing,USA,Delta II 7925, USA-88 (GPS IIA-9),,StatusRetired,1993,2,Success
1651,VKS RF,Russian Federation,Molniya-M /Block 2BL, Cosmos 2232,,StatusRetired,1993,1,Success
1652,NASA,USA,Space Shuttle Endeavour, STS-54,450.0,StatusRetired,1993,1,Success
1653,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­156,,StatusRetired,1993,1,Success
1654,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2230,,StatusRetired,1993,1,Success
1655,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2228,,StatusRetired,1992,12,Success
1656,VKS RF,Kazakhstan,Zenit-2, Cosmos 2227,,StatusRetired,1992,12,Success
1657,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2226,,StatusRetired,1992,12,Success
1658,CASC,China,Long March 2E, Optus-B2,,StatusRetired,1992,12,Failure
1659,Boeing,USA,Delta II 7925, USA-87 (GPS IIA-8),,StatusRetired,1992,12,Success
1660,NASA,USA,Space Shuttle Discovery, STS-53,450.0,StatusRetired,1992,12,Success
1661,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­155,,StatusRetired,1992,12,Success
1662,Arianespace,France,Ariane 42P, Superbird A1,,StatusRetired,1992,12,Success
1663,Martin Marietta,USA,Titan IV(404)A, KH-11 Kennen,,StatusRetired,1992,11,Success
1664,VKS RF,Russian Federation,Molniya-M /Block 2BL, Cosmos 2222,,StatusRetired,1992,11,Success
1665,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2221,,StatusRetired,1992,11,Success
1666,Boeing,USA,Delta II 7925, USA-85 (GPS IIA-7),,StatusRetired,1992,11,Success
1667,VKS RF,Russian Federation,Molniya-M /Block 2BL, Cosmos 2217,,StatusRetired,1992,11,Success
1668,VKS RF,Kazakhstan,Zenit-2, Cosmos 2219,,StatusRetired,1992,11,Success
1669,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2218,,StatusRetired,1992,10,Success
1670,Arianespace,France,Ariane 42P, Galaxy-7,,StatusRetired,1992,10,Success
1671,NASA,USA,Space Shuttle Columbia, STS-52,450.0,StatusRetired,1992,10,Success
1672,VKS RF,Russian Federation,Tsyklon-3, Cosmos 2211 to 2216,,StatusRetired,1992,10,Success
1673,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­154,,StatusRetired,1992,10,Success
1674,Boeing,USA,Delta II 7925, DFS Kopernikus 3,,StatusRetired,1992,10,Success
1675,CASC,China,Long March 2C," FSW-1 No.4, Freja",30.8,StatusActive,1992,10,Success
1676,Martin Marietta,USA,Commercial Titan III, Mars Observer,136.6,StatusRetired,1992,9,Success
1677,NASA,USA,Space Shuttle Endeavour, STS-47,450.0,StatusRetired,1992,9,Success
1678,Arianespace,France,Ariane 44LP," Hispasat 1A, Satcom C3",,StatusRetired,1992,9,Success
1679,Boeing,USA,Delta II 7925, USA-84 (GPS IIA-6),,StatusRetired,1992,9,Success
1680,General Dynamics,USA,Atlas I, Galaxy 1R,,StatusRetired,1992,8,Failure
1681,CASC,China,Long March 2E, Optus-B1,,StatusRetired,1992,8,Success
1682,VKS RF,Russian Federation,Cosmos-3M (11K65M), Cosmos 2208,,StatusRetired,1992,8,Success
1683,Arianespace,France,Ariane 42P," TOPEX/Poseidon, Oscar 23, S80/T",,StatusRetired,1992,8,Success
1684,CASC,China,Long March 2D, FSW-2 No.1,29.75,StatusActive,1992,8,Success
1685,VKS RF,Russian Federation,Molniya-M /Block NVL, Molniya-1 n†­153,,StatusRetired,1992,8,Success
1686,NASA,USA,Space Shuttle Atlantis, STS-46,450.0,StatusRetired,1992,7,Success
1687,Boeing,USA,Delta II 6925, GEOTAIL,,StatusRetired,1992,7,Success
1688,Boeing,USA,Delta II 7925, Satcom C4,,StatusRetired,1992,7,Success
1689,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2197 to 2202,,StatusRetired,1992,7,Success
1690,Arianespace,France,Ariane 44L," Insat-2A, Eutelsat 2F4",,StatusRetired,1992,7,Success
1691,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2196,,StatusRetired,1992,7,Success
1692,Boeing,USA,Delta II 7925, USA-83 (GPS IIA-5),,StatusRetired,1992,7,Success
1693,General Dynamics,USA,Atlas II, USA-82 (DSCS IIIB-12),,StatusRetired,1992,7,Success
1694,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2195,,StatusRetired,1992,7,Success
1695,NASA,USA,Space Shuttle Columbia, STS-50,450.0,StatusRetired,1992,6,Success
1696,General Dynamics,USA,Atlas IIA, Intelsat K,,StatusRetired,1992,6,Success
1697,Boeing,USA,Delta II 6920-10, EUVE,,StatusRetired,1992,6,Success
1698,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2187 to 2194,,StatusRetired,1992,6,Success
1699,Boeing,USA,Delta II 7925, Palapa B4,,StatusRetired,1992,5,Success
1700,NASA,USA,Space Shuttle Endeavour, STS-49,450.0,StatusRetired,1992,5,Success
1701,Martin Marietta,USA,Titan II(23)G, USA-81,35.0,StatusRetired,1992,4,Success
1702,Arianespace,France,Ariane 44L," Telecom 2B, Inmarsat-2F4",,StatusRetired,1992,4,Success
1703,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2184,,StatusRetired,1992,4,Success
1704,Boeing,USA,Delta II 7925, USA-80 (GPS IIA-4),,StatusRetired,1992,4,Success
1705,NASA,USA,Space Shuttle Atlantis, STS-45,450.0,StatusRetired,1992,3,Success
1706,Boeing,USA,Delta II 7925, USA-79 (GPS IIA-3),,StatusRetired,1992,3,Success
1707,General Dynamics,USA,Atlas I, Galaxy 5,,StatusRetired,1992,3,Success
1708,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2181,,StatusRetired,1992,3,Success
1709,VKS RF,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­152,,StatusRetired,1992,3,Success
1710,Arianespace,France,Ariane 44L," Superbird-B1, Arabsat-1C",,StatusRetired,1992,2,Success
1711,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2180,,StatusRetired,1992,2,Success
1712,MHI,Japan,H-I (9 SO), JERS 1,,StatusRetired,1992,2,Success
1713,General Dynamics,USA,Atlas II, USA-78 (DSCS IIIB-14),,StatusRetired,1992,2,Success
1714,RVSN USSR,Kazakhstan,Zenit-2, Tselina-2 n†­10,,StatusRetired,1992,2,Failure
1715,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2176,,StatusRetired,1992,1,Success
1716,NASA,USA,Space Shuttle Discovery, STS-42,450.0,StatusRetired,1992,1,Success
1717,CASC,China,Long March 3, DFH-2A-T5,,StatusRetired,1991,12,Partial Failure
1718,RVSN USSR,Kazakhstan,Rokot/Briz K, GVM Demo Flight,,StatusRetired,1991,12,Success
1719,Yuzhmash,Russian Federation,Tsyklon-3, Intercosmos 25 & Magion 3,,StatusRetired,1991,12,Success
1720,Arianespace,France,Ariane 44L," Telecom 2A, Inmarsat 2F3",,StatusRetired,1991,12,Success
1721,General Dynamics,USA,Atlas II, Eutelsat 2F3,,StatusRetired,1991,12,Success
1722,General Dynamics,USA,Atlas-E/F Star-37S-ISS, DMSP F-11,,StatusRetired,1991,11,Success
1723,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2173,,StatusRetired,1991,11,Success
1724,NASA,USA,Space Shuttle Atlantis, STS-44,450.0,StatusRetired,1991,11,Success
1725,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2165 to 2170,,StatusRetired,1991,11,Success
1726,Martin Marietta,USA,Titan IV(403)A, SLDCOM & NOSS 3x,,StatusRetired,1991,11,Success
1727,Arianespace,France,Ariane 44L, Intelsat 6AF1,,StatusRetired,1991,10,Success
1728,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2164,,StatusRetired,1991,10,Success
1729,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2157 to 2162,,StatusRetired,1991,9,Success
1730,Arianespace,France,Ariane 44P, Anik E1,,StatusRetired,1991,9,Success
1731,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­151,,StatusRetired,1991,9,Success
1732,NASA,USA,Space Shuttle Discovery, STS-48,450.0,StatusRetired,1991,9,Success
1733,RVSN USSR,Kazakhstan,Zenit-2, Tselina-2 n†­9,,StatusRetired,1991,8,Failure
1734,ISAS,Japan,Mu-III S2, Yohkoh,,StatusRetired,1991,8,Success
1735,RVSN USSR,Kazakhstan,Vostok-2M, IRS-1B,,StatusRetired,1991,8,Success
1736,MHI,Japan,H-I UM-129A (9SO), BS-3B,,StatusRetired,1991,8,Success
1737,MHI,Japan,H-I (9 SO), BS-3B (Yuri-3B),,StatusRetired,1991,8,Success
1738,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2154,,StatusRetired,1991,8,Success
1739,RVSN USSR,Russian Federation,Tsyklon-3, Meteor-3 n†­5,,StatusRetired,1991,8,Success
1740,Arianespace,France,Ariane 44L, Intelsat 605,,StatusRetired,1991,8,Success
1741,NASA,USA,Space Shuttle Atlantis, STS-43,450.0,StatusRetired,1991,8,Success
1742,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­150,,StatusRetired,1991,8,Success
1743,Northrop,USA,Pegasus/HAPS, 7 Microsats,40.0,StatusRetired,1991,7,Partial Failure
1744,Arianespace,France,Ariane 40," ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",,StatusRetired,1991,7,Success
1745,Boeing,USA,Delta II 7925, USA-71 (GPS IIA-2),,StatusRetired,1991,7,Success
1746,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Ta??foun n†­59,,StatusRetired,1991,6,Failure
1747,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­149,,StatusRetired,1991,6,Success
1748,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2151,,StatusRetired,1991,6,Success
1749,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2150,,StatusRetired,1991,6,Success
1750,NASA,USA,Space Shuttle Columbia, STS-40,450.0,StatusRetired,1991,6,Success
1751,RVSN USSR,Russian Federation,Tsyklon-3, Okean 3,,StatusRetired,1991,6,Success
1752,Boeing,USA,Delta II 7925, Aurora 2,,StatusRetired,1991,5,Success
1753,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2143 to 2148,,StatusRetired,1991,5,Success
1754,General Dynamics,USA,Atlas-E/F Star-37S-ISS, NOAA-D,,StatusRetired,1991,5,Success
1755,NASA,USA,Space Shuttle Discovery, STS-39,450.0,StatusRetired,1991,4,Success
1756,RVSN USSR,Russian Federation,Tsyklon-3, Meteor-3 n†­4,,StatusRetired,1991,4,Success
1757,General Dynamics,USA,Atlas I, Yuri 3H,,StatusRetired,1991,4,Failure
1758,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2142,,StatusRetired,1991,4,Success
1759,Boeing,USA,Delta II 7925, ASC-2 (Spacenet F4),,StatusRetired,1991,4,Success
1760,NASA,USA,Space Shuttle Atlantis, STS-37,450.0,StatusRetired,1991,4,Success
1761,Arianespace,France,Ariane 44P, Anik E2,,StatusRetired,1991,4,Success
1762,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­148,,StatusRetired,1991,3,Success
1763,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2137,,StatusRetired,1991,3,Success
1764,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Nadiezhda n†­6,,StatusRetired,1991,3,Success
1765,Boeing,USA,Delta II 6925, Inmarsat-2 F2,,StatusRetired,1991,3,Success
1766,Martin Marietta,USA,Titan IV(403)A, Lacrosse,,StatusRetired,1991,3,Success
1767,Arianespace,France,Ariane 44LP," Astra 1B, Meteosat 5",,StatusRetired,1991,3,Success
1768,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2135,,StatusRetired,1991,2,Success
1769,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­147,,StatusRetired,1991,2,Success
1770,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2125 to 2132,,StatusRetired,1991,2,Success
1771,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2123,,StatusRetired,1991,2,Success
1772,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Oscar-21,,StatusRetired,1991,1,Success
1773,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 2122,,StatusRetired,1991,1,Success
1774,Arianespace,France,Ariane 44L," Italsat-1, Eutelsat 2F2",,StatusRetired,1991,1,Success
1775,Boeing,USA,Delta II 7925, NATO 4A,,StatusRetired,1991,1,Success
1776,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2114 to 2119,,StatusRetired,1990,12,Success
1777,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2112,,StatusRetired,1990,12,Success
1778,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 2107,,StatusRetired,1990,12,Success
1779,NASA,USA,Space Shuttle Columbia, STS-35,450.0,StatusRetired,1990,12,Success
1780,General Dynamics,USA,Atlas-E/F Star-37S-ISS, DMSP F-10,,StatusRetired,1990,12,Success
1781,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2106,,StatusRetired,1990,11,Success
1782,Boeing,USA,Delta II 7925, USA-66 (GPS IIA-1),,StatusRetired,1990,11,Success
1783,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­146,,StatusRetired,1990,11,Success
1784,RVSN USSR,Kazakhstan,Rokot/Briz K, GVM Demo Flight,,StatusRetired,1990,11,Success
1785,Arianespace,France,Ariane 42P," Satcom C1, GStar-4",,StatusRetired,1990,11,Success
1786,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2105,,StatusRetired,1990,11,Success
1787,NASA,USA,Space Shuttle Atlantis, STS-38,450.0,StatusRetired,1990,11,Success
1788,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 2103,,StatusRetired,1990,11,Success
1789,Martin Marietta,USA,Titan IV(402)A, DSP,,StatusRetired,1990,11,Success
1790,Boeing,USA,Delta II 6925, Inmarsat-2 F1,,StatusRetired,1990,10,Success
1791,Boeing,USA,Delta II 6925, Thor 1,,StatusRetired,1990,10,Success
1792,Arianespace,France,Ariane 44L," SBS-6, Galaxy-6",,StatusRetired,1990,10,Success
1793,NASA,USA,Space Shuttle Discovery, STS-41,450.0,StatusRetired,1990,10,Success
1794,CASC,China,Long March 2C, FSW-1 No.3,30.8,StatusActive,1990,10,Success
1795,RVSN USSR,Kazakhstan,Zenit-2, Tselina-2 n†­8,,StatusRetired,1990,10,Failure
1796,Boeing,USA,Delta II 6925, USA-63 (GPS II-8),,StatusRetired,1990,10,Success
1797,RVSN USSR,Russian Federation,Tsyklon-3, Meteor-2 n†­20,,StatusRetired,1990,9,Success
1798,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­145,,StatusRetired,1990,9,Success
1799,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2100,,StatusRetired,1990,9,Success
1800,CASC,China,Long March 4A, Fengyun-1B,,StatusRetired,1990,9,Success
1801,Arianespace,France,Ariane 44L," Skynet 4C, Eutelsat 2F1",,StatusRetired,1990,8,Success
1802,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2098,,StatusRetired,1990,8,Success
1803,MHI,Japan,H-I UM-129A (9SO), BS-3A,,StatusRetired,1990,8,Success
1804,MHI,Japan,H-I (9 SO), BS-3A (Yuri-3A),,StatusRetired,1990,8,Success
1805,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2097,,StatusRetired,1990,8,Success
1806,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 2096,,StatusRetired,1990,8,Success
1807,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­144,,StatusRetired,1990,8,Success
1808,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2090 to 2095,,StatusRetired,1990,8,Success
1809,RVSN USSR,Russian Federation,Tsyklon-3, Cosmos 2088,,StatusRetired,1990,7,Success
1810,General Dynamics,USA,Atlas I, CRRES,,StatusRetired,1990,7,Success
1811,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2087,,StatusRetired,1990,7,Success
1812,Arianespace,France,Ariane 44L," TDF-2, DFS-2",,StatusRetired,1990,7,Success
1813,CASC,China,Long March 2E," Optus-B, Badr-1, mass simulator",,StatusRetired,1990,7,Success
1814,RVSN USSR,Russian Federation,Tsyklon-3, Meteor-2 n†­19,,StatusRetired,1990,6,Success
1815,Martin Marietta,USA,Commercial Titan III, Intelsat 604,136.6,StatusRetired,1990,6,Success
1816,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2084,,StatusRetired,1990,6,Partial Failure
1817,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-3 n†­143,,StatusRetired,1990,6,Success
1818,Boeing,USA,Delta 4925-8, INSAT 1D,,StatusRetired,1990,6,Success
1819,Martin Marietta,USA,Titan IV(405)A, SLDCOM & NOSS 3x,,StatusRetired,1990,6,Success
1820,Boeing,USA,Delta II 6920-10, ROSAT,,StatusRetired,1990,6,Success
1821,RVSN USSR,Kazakhstan,Zenit-2, Cosmos 2082,,StatusRetired,1990,5,Success
1822,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2076,,StatusRetired,1990,4,Success
1823,RVSN USSR,Russian Federation,Molniya-M /Block ML, Molniya-1 n†­142,,StatusRetired,1990,4,Success
1824,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2075,,StatusRetired,1990,4,Success
1825,NASA,USA,Space Shuttle Discovery, STS-31,450.0,StatusRetired,1990,4,Success
1826,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2074,,StatusRetired,1990,4,Success
1827,Boeing,USA,Delta II 6925-8, Palapa B2R,,StatusRetired,1990,4,Success
1828,Lockheed,USA,Atlas-E/F Altair, USA-56/57/58,,StatusRetired,1990,4,Success
1829,CASC,China,Long March 3, AsiaSat 1,,StatusRetired,1990,4,Success
1830,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2064 to 2071,,StatusRetired,1990,4,Success
1831,Northrop,USA,Pegasus, Pegsat & NavySat,40.0,StatusRetired,1990,4,Success
1832,IAI,Israel,Shavit, Ofek-2,,StatusRetired,1990,4,Success
1833,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 2063,,StatusRetired,1990,3,Success
1834,Boeing,USA,Delta II 6925, USA-54 (GPS II-7),,StatusRetired,1990,3,Success
1835,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 2061,,StatusRetired,1990,3,Success
1836,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 2060,,StatusRetired,1990,3,Success
1837,Martin Marietta,USA,Commercial Titan III, Intelsat 603,136.6,StatusRetired,1990,3,Failure
1838,NASA,USA,Space Shuttle Atlantis, STS-36,450.0,StatusRetired,1990,2,Success
1839,RVSN USSR,Russian Federation,Tsyklon-3, Okean 2,,StatusRetired,1990,2,Success
1840,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Nadiezhda n†­5,,StatusRetired,1990,2,Success
1841,Arianespace,France,Ariane 44L," Superbird-B, BS-2X",,StatusRetired,1990,2,Failure
1842,Boeing,USA,Delta II 6920-8, LACE / RME,,StatusRetired,1990,2,Success
1843,MHI,Japan,H-I (9 SO)," Orizuru, Fuji 1b & Momo-1b",,StatusRetired,1990,2,Success
